selected_stock,leg_stock,pvalue
GPC,KO,0.008187929
CE,WTW,0.008188494
BKNG,MDLZ,0.008190355
COST,SNA,0.008192775
NEE,SNPS,0.008197428
ADBE,TAP,0.008202497
CDNS,CE,0.008208936
AEP,HSIC,0.008210106
FDX,TECH,0.00821076
AIG,MMC,0.00821221
CAG,NVR,0.008212788
DIS,UHS,0.00821782
HSY,LEN,0.008221974
KEY,PLD,0.008224084
CBRE,NSC,0.0082253
EOG,MTB,0.00823636
KEY,NUE,0.008245237
AIG,LH,0.008251406
IVZ,SBAC,0.008254864
AMT,XEL,0.008259081
KR,SEE,0.00826392
CBRE,GOOG,0.008264359
AVB,FDS,0.008265695
BXP,KO,0.008267067
IPG,OMC,0.008268542
ITW,TXN,0.008273794
FITB,VLO,0.008274985
AZO,ESS,0.008276002
ESS,SWK,0.008281664
APH,OMC,0.008282555
CBRE,GOOGL,0.008289021
INTU,ROL,0.008289428
CSGP,LEN,0.008293206
CTAS,DGX,0.008296062
AIG,IFF,0.008298101
ES,WTW,0.008298281
MCK,RHI,0.008300195
CPB,NWL,0.008306896
MO,UNH,0.008321989
AAL,ODFL,0.008324438
AIG,HD,0.008324939
ODFL,WFC,0.008326294
AIG,ATVI,0.008328012
IFF,TDG,0.008331872
APD,EIX,0.008334463
PEP,TMO,0.008337369
LYV,WFC,0.00834154
ROST,WEC,0.008358842
ANSS,PARA,0.008364198
RF,ROP,0.008369382
FITB,WRB,0.008375102
D,JBHT,0.008376045
LEN,TRV,0.008376223
COST,LH,0.00837764
GOOG,TSN,0.008380017
APD,COF,0.008380461
AIG,DE,0.00838202
AIG,PNR,0.008384355
BMY,UHS,0.008385043
AIG,UPS,0.008385855
NI,PGR,0.008390006
KEY,KO,0.008391446
EXPE,TDG,0.00839212
PHM,WDC,0.008396943
AAP,BMY,0.008397074
RF,TYL,0.008397714
FDX,LYV,0.008399155
POOL,SNPS,0.008403507
BK,CRL,0.00840393
A,UPS,0.008407157
LYV,PKG,0.008413887
AIG,CMA,0.008420282
DOV,EMN,0.008422157
AMGN,CNC,0.00842551
AIG,PODD,0.008428107
NVR,PGR,0.008433286
HBAN,MTD,0.008434831
HBAN,LUV,0.008435196
MGM,SCHW,0.00843713
HON,IFF,0.0084381
APD,CBRE,0.008441186
COF,ES,0.008451528
VRTX,ZBRA,0.008469062
PAYX,SYK,0.008481514
HBAN,TXN,0.008482316
AIG,CVS,0.008484178
MSFT,SYK,0.008487039
AEP,DHR,0.00849953
CMCSA,PEP,0.008503952
IPG,TRV,0.008504057
CBRE,UHS,0.008508545
DHI,DLTR,0.008509509
RF,WDC,0.008509842
GEN,MTB,0.008522115
PKI,UPS,0.008523828
MS,NDAQ,0.00852434
KEY,TSCO,0.00852892
AIG,KIM,0.008531829
CDNS,RE,0.008535225
RMD,ROP,0.008537003
FDX,MMM,0.008541369
EBAY,RJF,0.008541484
CDNS,XEL,0.008542373
MS,USB,0.008547587
ACN,ROST,0.008549009
BXP,LH,0.008549031
BLK,NEE,0.008552535
DUK,OMC,0.008553011
AIG,NI,0.008553257
FICO,MAS,0.008561632
EXPE,GOOG,0.008563481
CBRE,WTW,0.008564793
LIN,WY,0.008570234
ADBE,LHX,0.008571712
STX,WMB,0.008575544
ES,SJM,0.008579756
BF-B,ROP,0.008583069
ADI,BRO,0.00858781
IPG,KLAC,0.008589034
FIS,ITW,0.008595144
ADI,ESS,0.008596921
JCI,RCL,0.008599046
HBAN,PH,0.008606908
CL,ECL,0.008606936
INTU,SPGI,0.008607654
CHD,IFF,0.008610666
AON,RE,0.00861217
AON,ICE,0.008641855
CDNS,MSFT,0.008643511
FITB,WM,0.008648385
AEP,GOOG,0.008650845
HBAN,JNJ,0.008651255
GOOGL,TSN,0.00865129
ICE,MRK,0.008652455
EBAY,MSI,0.008653553
HBAN,OMC,0.008653769
ECL,WFC,0.008655791
KEY,ROST,0.008661978
CNC,SEE,0.008665448
HBAN,PGR,0.008669536
CDNS,KMB,0.008670896
CBRE,FRT,0.008671187
GIS,IPG,0.008674689
CDNS,ROST,0.008677281
ES,OMC,0.008677575
PKI,TMO,0.008680509
PODD,VZ,0.008681439
LOW,PEP,0.008682289
CBRE,HON,0.008688971
LEN,SJM,0.008696327
FITB,PNW,0.008697858
CDNS,ORLY,0.008704467
CI,STE,0.008707859
K,XEL,0.00871202
CBRE,UPS,0.008722609
AIG,SWK,0.008727642
APD,BRK-B,0.008732799
DXCM,STE,0.00873455
CBRE,EQR,0.008750386
ALGN,DTE,0.008750678
BALL,CMCSA,0.008751435
COF,RE,0.008752719
ADSK,ICE,0.00875384
POOL,SYY,0.008754581
HUM,LH,0.008755933
FMC,QCOM,0.008765207
AMT,COST,0.008765236
AIG,AOS,0.008768506
AMT,RJF,0.008771729
DUK,TFC,0.008772124
MCO,WAB,0.008775449
AVB,SO,0.008776494
AIG,DPZ,0.008779702
CI,XRAY,0.008791999
CDNS,EVRG,0.008792775
TER,WAT,0.008799541
AIG,MDLZ,0.008808956
SO,SWK,0.008808958
CCL,INCY,0.008809116
MCO,ROP,0.008809402
CBRE,VTRS,0.008812298
PG,WHR,0.008814745
PG,WFC,0.008816747
DUK,PFE,0.008827056
FITB,INCY,0.008834598
ORCL,TER,0.00884287
PKG,TT,0.008851396
CAG,DPZ,0.008851855
VRTX,WAB,0.008854816
AEP,IFF,0.008856371
LH,VRSN,0.008856411
RF,STE,0.008871941
HSIC,ICE,0.008883436
SBUX,VRSN,0.008883788
AIG,CAG,0.008885132
CB,PEP,0.008886371
AIG,BDX,0.008888525
CRM,DUK,0.008891142
PG,SRE,0.008891647
BF-B,MDLZ,0.008894689
IPG,TECH,0.008901967
ALL,JCI,0.008903001
BA,LYV,0.008903301
PCAR,TFC,0.008903612
MKC,SWK,0.008915173
FITB,SWK,0.008916935
AIG,BAX,0.00892911
ALGN,UNH,0.008931448
CCL,MOH,0.008943206
BKNG,DFS,0.008943878
LH,SPG,0.008957326
ED,LH,0.008961679
UNP,URI,0.008964205
PGR,POOL,0.008974545
ACN,TRV,0.008991276
AIG,CNC,0.00899401
MA,PFE,0.008995063
RF,SWK,0.008996506
BIO,PTC,0.009001838
OXY,VTR,0.009003963
BA,TT,0.009006389
AXON,MHK,0.009011338
CCI,PG,0.009012664
ALGN,FIS,0.009020529
EFX,NEE,0.00902207
AIG,TDY,0.009026981
BG,ZION,0.009028612
BA,PNC,0.009029857
DHI,NVR,0.009036993
TMUS,WST,0.00903706
ADI,LNT,0.009048383
AIG,TRMB,0.009049511
RF,UHS,0.009050805
CLX,EFX,0.009051693
ADI,ADP,0.009052163
AEP,TFC,0.009058948
CBRE,CCI,0.009083225
TEL,UPS,0.009092057
PCAR,UPS,0.009092945
DPZ,ICE,0.009095373
APH,COF,0.009099903
ABT,DVA,0.00910152
CPB,MAS,0.009105686
HRL,PGR,0.009114744
MCO,MOH,0.00911837
SNPS,XEL,0.009119414
DHI,TMO,0.009121068
CE,MCHP,0.009123501
ATVI,AVY,0.009128881
BRK-B,MCO,0.009130343
DPZ,RSG,0.009133198
PODD,TT,0.009141132
CCI,WELL,0.009144151
AAL,WFC,0.009145496
BBWI,BMY,0.009150768
MDLZ,VRSN,0.009153112
PKG,RJF,0.009153363
WTW,YUM,0.009156114
BALL,CHD,0.009158111
HBAN,ROL,0.009163974
MO,ROL,0.009167611
BDX,PEP,0.009174674
AOS,TFX,0.0091821
CDNS,SWK,0.009182255
KLAC,RE,0.009188727
PKG,TDY,0.009189498
AIG,WRB,0.009189851
ADI,PGR,0.009191366
AMT,CHD,0.009196916
JNJ,OMC,0.009198665
CPT,DLTR,0.009198912
MAS,SYY,0.009201652
TRV,WEC,0.00920326
HBAN,STZ,0.009203342
ROK,UPS,0.009210253
AIG,EQIX,0.009218669
AIG,PPG,0.009225092
LH,TRV,0.009235096
CCI,UPS,0.009240488
HRL,VRSN,0.009241735
EXR,PGR,0.009244256
AIG,LNT,0.009244884
AIG,MNST,0.009246005
IEX,TFC,0.009251657
MLM,PAYX,0.009255415
CRM,SJM,0.009256714
AMT,MKC,0.009257054
MDT,MHK,0.009259697
AAL,SCHW,0.009260844
MA,TRV,0.009262347
AIG,AVB,0.009263732
FIS,GOOG,0.009266636
CHD,COST,0.009279542
WAT,XEL,0.009279826
ALGN,FICO,0.009280609
LH,RJF,0.009285826
HBAN,MPWR,0.00928646
MSFT,TFX,0.009290288
AIG,SBUX,0.00929404
OMC,TT,0.009296153
INTU,MDLZ,0.009296685
TDG,TECH,0.009302504
EXPE,TRV,0.009308524
OXY,TRMB,0.009311775
ICE,PGR,0.009316614
BIO,DRI,0.009323383
LLY,WBA,0.009324247
EXPD,ON,0.009326704
CBRE,HUM,0.009329731
DRI,XEL,0.0093325
CPB,HAS,0.009341639
RF,SBUX,0.009341827
JKHY,NVR,0.009346044
AAP,TDG,0.009349618
LKQ,MSI,0.009356029
AVY,NOC,0.009359014
PCAR,PTC,0.009359974
CMCSA,TJX,0.009366159
CDNS,MDLZ,0.009370024
MRK,PCAR,0.009373589
KEY,MSI,0.009374844
HBAN,TAP,0.009386422
ADM,ZBRA,0.009392841
CDNS,CINF,0.009395746
BALL,IPG,0.009396736
ANSS,TGT,0.009399136
MHK,RE,0.009404553
CDNS,MNST,0.00940501
MSI,UPS,0.00940637
RF,WAB,0.009407974
NTRS,VMC,0.00941155
COO,DFS,0.009412313
ETR,HIG,0.00941246
AMZN,MLM,0.009412605
BG,KEY,0.009412862
CE,CPT,0.009415479
CSX,TER,0.009417135
CB,OMC,0.009422088
ORCL,YUM,0.009436877
SNPS,WEC,0.009445443
AIG,MTCH,0.009446713
CBRE,SPG,0.009449453
CDNS,TDY,0.009456733
AIG,PGR,0.009476666
ACN,COST,0.009477875
ATVI,NDAQ,0.009479055
ADI,IDXX,0.009480188
AEE,NDAQ,0.009480985
ADI,CMS,0.009481866
CDNS,EFX,0.009482527
CINF,CPRT,0.009489879
ICE,UPS,0.009495835
COST,HSIC,0.009498013
HSIC,K,0.009504603
GOOG,PAYX,0.009505476
BF-B,CRM,0.009509724
CCL,NOC,0.009514125
COF,WFC,0.00951469
ADI,ALGN,0.009515029
AEP,TFX,0.009519792
CBRE,ECL,0.009519949
HBAN,WST,0.009522154
HBAN,JKHY,0.009529958
PHM,TDG,0.009532314
CPT,MKC,0.009533119
PHM,SNA,0.009534357
BIO,MTD,0.009548539
AAPL,AVB,0.009557983
COF,STX,0.009559044
EMN,LEN,0.009562721
COF,WELL,0.009563765
CE,PNC,0.009569221
CBRE,FDS,0.009569417
K,WAT,0.009569973
LRCX,WM,0.009583511
APH,IT,0.009588893
AIG,GILD,0.009590796
MOH,RCL,0.009600083
RF,SHW,0.0096006
AOS,NEE,0.009600886
CHD,CMS,0.009601907
AMZN,SYY,0.00960324
AJG,LEN,0.009609591
CDNS,EXR,0.00962657
ES,SHW,0.009626922
FICO,MLM,0.009627551
AEE,MLM,0.009633988
AIG,MCHP,0.009637139
NFLX,SEE,0.009640148
CI,RCL,0.0096427
LKQ,WY,0.009645616
TER,YUM,0.009649119
AIG,DIS,0.009649989
PEP,TFX,0.009657566
DGX,DPZ,0.009665008
APH,BALL,0.009666884
AIG,AMGN,0.009668731
DLTR,DUK,0.009673342
DD,UPS,0.009674577
HBAN,TGT,0.009674794
CCL,PEP,0.009676599
CHD,WELL,0.009676928
CMCSA,HON,0.009689024
COF,INTU,0.009713716
FITB,KO,0.00971662
PTC,TDY,0.009719813
DHI,ICE,0.009727448
CBRE,EMR,0.009728545
ATO,SYY,0.009733637
COO,LH,0.009734201
TXN,UNH,0.009742454
AMT,COF,0.009743578
BIIB,MCO,0.009749288
AAPL,CBRE,0.009754885
ROP,TJX,0.009762323
MS,RCL,0.009789925
AMT,KO,0.009800128
GE,PPL,0.009803876
BMY,HRL,0.009805054
CPT,EBAY,0.009805473
RF,TDG,0.009805923
CMS,WAT,0.009807919
AIG,GOOGL,0.009808116
CCL,RSG,0.009810904
CB,DUK,0.009814403
EL,WTW,0.009820281
PHM,WEC,0.009821967
IPG,STE,0.009830687
AIG,HSIC,0.009832989
AZO,WEC,0.009835318
ES,VRSN,0.009843901
TECH,TSN,0.009844006
STLD,TMUS,0.009844553
ACGL,CDNS,0.009859029
GOOGL,NWL,0.009863255
AMZN,DPZ,0.009867856
FITB,VRSN,0.00988206
DIS,SNA,0.009882489
EMN,PARA,0.009885897
AES,HES,0.009892354
RJF,TEL,0.009892853
KEY,MAA,0.009902176
BLK,COF,0.009904708
AMGN,TYL,0.009905767
AIG,CSCO,0.009912375
KLAC,UPS,0.009921871
IDXX,PCG,0.009941105
BMY,HSIC,0.009945392
PHM,TECH,0.00994578
CPRT,SYY,0.009952985
HBAN,MMC,0.009955247
AIG,BR,0.009960875
AIG,PKG,0.009961879
SRE,WHR,0.009962622
LLY,LOW,0.009963509
KEY,LIN,0.009965111
AIG,DOV,0.009965622
AIG,GOOG,0.009966366
AIG,JKHY,0.009966675
EMN,PXD,0.009967651
SPGI,WEC,0.009975599
FITB,UNH,0.009976187
HBAN,IEX,0.009977868
RF,SPG,0.009979202
DUK,IPG,0.009981761
ES,IFF,0.009996046
DVA,SBAC,0.009996823
ANSS,KMX,0.010009428
AIG,STE,0.010020223
LEN,WEC,0.010022595
AIG,CLX,0.010022919
ANSS,D,0.010025299
AIG,PCG,0.010030246
BKNG,CMCSA,0.010031504
CDNS,IPG,0.010034203
HUM,INTC,0.01004695
FITB,TJX,0.010051007
AIG,RTX,0.010056263
DHI,SO,0.010057625
AIG,EXR,0.010063337
AEP,AMT,0.010065225
AIZ,XRAY,0.010065265
TTWO,VMC,0.010075419
RF,VTRS,0.01008066
COF,WAT,0.010080683
EXR,XRAY,0.010083027
NI,TYL,0.010083896
DTE,MCHP,0.010084209
BA,MRK,0.010088839
PAYX,SNPS,0.010091583
IEX,TMUS,0.010096583
CMCSA,DTE,0.01010252
HBAN,KR,0.01010328
CNC,KR,0.010104001
NVR,PSA,0.010106798
AIG,PEP,0.010109812
ALL,MRK,0.01011186
ESS,INTC,0.010112087
AOS,MLM,0.01012828
GOOGL,HRL,0.010129303
PKI,TFC,0.01013591
DFS,RJF,0.010136366
LH,MDLZ,0.010137059
ANSS,JBHT,0.010138336
AIG,INCY,0.010139247
HBAN,SNPS,0.010142364
AIG,ESS,0.010142419
MKTX,VMC,0.010144423
COF,RMD,0.010147859
KEY,WYNN,0.010156299
BF-B,CDNS,0.010159976
AME,EMN,0.01016174
INCY,SEE,0.010168443
FITB,MO,0.010170507
ICE,OMC,0.010174749
MMM,NEE,0.010186415
AOS,SYY,0.010186898
EBAY,ROP,0.010192899
ACGL,SNPS,0.010195563
HBAN,TRV,0.010199606
AVY,STZ,0.010202549
COO,ROP,0.01020546
PCG,TFX,0.010209087
AIG,COO,0.010234481
AIG,CB,0.010240638
CCL,MSFT,0.010244404
ADI,RE,0.010253801
INTU,WAT,0.010254159
AIG,SNA,0.010256805
KMB,VRSN,0.010258365
FIS,GOOGL,0.010261065
ILMN,LYV,0.010261675
AFL,FITB,0.010262423
CLX,LOW,0.010264373
RF,ZBH,0.010274177
AIG,BK,0.010278162
IEX,SPGI,0.010289436
INCY,MOH,0.010289718
HBAN,NUE,0.010293191
CRM,INTU,0.010293482
ACGL,CAG,0.010293853
FITB,WAB,0.010298653
AMT,DHR,0.010303723
ALL,PEP,0.010316967
RF,VFC,0.010320205
FITB,WHR,0.010322554
PWR,WMB,0.010324279
BRK-B,PG,0.010329046
APH,ICE,0.010329225
BDX,DPZ,0.010330481
ACN,CPT,0.010335464
FIS,TFC,0.010336425
CVX,FAST,0.01033739
FIS,SNA,0.010341954
APD,CI,0.010347476
MGM,SYK,0.010348524
CRM,ROP,0.010348688
PH,RTX,0.010353068
LYV,UAL,0.010361062
ROP,WTW,0.010362042
ADSK,PEG,0.010362788
BLK,MHK,0.010363541
BDX,FICO,0.010364212
AXON,PEG,0.010364916
AMT,ESS,0.010368366
AIG,NEE,0.010370714
CBRE,IT,0.010372847
NUE,PFG,0.010374042
LKQ,WTW,0.010381457
GOOGL,TFC,0.010382471
AKAM,CBRE,0.01038727
IEX,PG,0.010390904
PHM,WELL,0.010391771
MRK,PKI,0.010402604
ADSK,CDNS,0.010403783
AON,BLK,0.010414372
KEY,YUM,0.010416787
FISV,TSN,0.010417705
ACN,IT,0.010421562
CPT,MCD,0.010428737
KLAC,WEC,0.010436475
ICE,LNT,0.010439127
WAT,WEC,0.010440031
PXD,QCOM,0.010451539
HBAN,LNT,0.010452691
RMD,WFC,0.010453337
CCI,TJX,0.010458709
MO,PGR,0.010460409
CDNS,IEX,0.010461487
CBRE,INTC,0.010471163
CL,SRE,0.0104725
AAPL,CDNS,0.010475695
HBAN,IT,0.01047716
DUK,WY,0.010493096
ALGN,MTD,0.010498707
APD,APH,0.010501957
CCL,PCG,0.010502939
RF,SLB,0.0105071
CB,IT,0.010515506
DHR,HON,0.010517708
ADI,CE,0.010520536
DHI,JBHT,0.010527306
INTU,TRV,0.010536655
BIO,BRO,0.010538115
PHM,TROW,0.010538982
AIG,VLO,0.010539096
AIG,SHW,0.010539597
IDXX,JPM,0.010540518
KR,STE,0.010546827
FITB,YUM,0.010550711
ES,TJX,0.010554517
ADI,WAT,0.010564151
AIG,EMR,0.010567014
COF,CRM,0.010577977
INTC,WRB,0.010578735
CCL,WAT,0.010580303
PHM,WHR,0.010583073
AIG,SBAC,0.010585166
BA,PKG,0.010588267
CBRE,RCL,0.010590721
HBAN,NFLX,0.010598575
CMS,HD,0.010599749
PEG,RCL,0.010604574
MDLZ,WEC,0.01060696
FITB,HD,0.010608747
DRI,MO,0.010612156
FITB,HOLX,0.010620776
IPG,RE,0.010624585
K,MAA,0.010627032
DHI,WELL,0.010629041
FITB,RMD,0.010633904
LH,SO,0.010636431
JBHT,RJF,0.010642807
ALGN,CPRT,0.010647884
MLM,TSN,0.010649984
A,PG,0.010664863
ELV,MAR,0.010669415
FITB,PPL,0.010682577
IPG,MTD,0.010682672
AIG,SRE,0.010684945
KEY,WELL,0.010687136
DLTR,TJX,0.010688664
BIIB,LEN,0.010690052
COF,UAL,0.010693053
AVY,VMC,0.010694844
CRM,GIS,0.010695863
PKI,TGT,0.010695961
TECH,TT,0.010696391
CNC,LUV,0.010696701
COST,WRB,0.010700707
AIG,CDNS,0.010701093
ICE,PNC,0.010707199
DHI,LOW,0.01072634
FITB,SBAC,0.010731894
PGR,XRAY,0.010734879
CCL,HAS,0.010751596
BMY,LOW,0.010756045
DPZ,WRB,0.010756655
LEN,NKE,0.010761373
AEP,MDLZ,0.010762004
MAS,MLM,0.010769031
ICE,MDLZ,0.010771278
AKAM,WHR,0.010774235
AMGN,PHM,0.010780405
HBAN,T,0.010787951
BDX,CTAS,0.010811756
SWK,TER,0.010818775
FIS,JPM,0.010825212
DUK,LH,0.010836149
COST,IFF,0.010836701
DHI,RE,0.010842357
AON,CDNS,0.010844132
IT,PGR,0.010845966
AZO,IT,0.010846116
CI,PEG,0.010849887
PHM,VZ,0.010852345
EXPE,TYL,0.010861624
PFE,WY,0.010861625
AAP,ABC,0.010862203
EIX,TFC,0.010865049
AAP,SPGI,0.010881145
FITB,KMB,0.010882979
MCO,PG,0.010885186
AIG,VZ,0.010885654
MCHP,SYY,0.010896367
ANSS,BKNG,0.010896448
ADM,UAL,0.01089818
PEP,UPS,0.010902643
DISH,WAB,0.010909314
CBRE,WFC,0.010910874
FITB,TRV,0.010916236
HBAN,WAT,0.010916477
ALGN,DHR,0.01092293
ETN,PCAR,0.010927906
EOG,TFC,0.010941951
AIG,REGN,0.01094338
KEY,NEM,0.010960288
AIG,KMB,0.01096368
AMGN,WFC,0.010966967
BMY,STE,0.010972494
AEP,GOOGL,0.010975266
TEL,TFC,0.01097586
AIG,FRT,0.010990528
APD,CCL,0.010992732
CI,PKI,0.010999945
PHM,STE,0.011001366
CAH,CBRE,0.011005589
FITB,HUM,0.011010259
ACN,CLX,0.011022472
REG,VRSN,0.01102692
HBAN,MDLZ,0.011032192
HUM,NFLX,0.011047642
EFX,JKHY,0.011064509
ESS,IPG,0.011065383
AAL,WAB,0.011068426
AZO,DHI,0.011071365
PEG,TXN,0.011075018
MDT,PEG,0.011075419
ALL,PKI,0.01107696
EXPD,LH,0.011077249
BALL,LNT,0.011077539
HBAN,ODFL,0.011077942
AIG,BIIB,0.011079532
NEE,TMO,0.011081813
KEY,SJM,0.01108605
PCAR,RJF,0.011089339
CRM,IPG,0.011091877
PHM,USB,0.011095023
CB,IEX,0.01109856
MRK,OMC,0.01110972
ITW,PAYX,0.011111647
AFL,ICE,0.011113306
EXPE,STZ,0.011114814
IVZ,PHM,0.011131141
C,MGM,0.011131807
HBAN,HSIC,0.011132964
BA,BRK-B,0.011133777
AIG,VFC,0.011145548
AZO,CDNS,0.011147352
BAX,TFC,0.011148071
MOH,SNA,0.011158139
ORCL,TROW,0.011171448
PODD,WFC,0.011174206
BMY,COST,0.011175006
CBRE,UDR,0.011177477
AEP,PKI,0.011178846
AIG,CMS,0.011179491
AXON,LMT,0.011191681
GWW,LEN,0.011197015
HBAN,INTC,0.011205103
CBRE,CVS,0.011205272
FRT,IPG,0.011205755
BIO,LH,0.011208684
COF,VZ,0.011211414
VMC,XRAY,0.011217752
CCI,GPC,0.011221482
POOL,ROST,0.011231884
BMY,MCO,0.011245504
CCI,TGT,0.011248684
TECH,WST,0.0112523
RTX,WTW,0.011253427
AMT,CCI,0.011260498
LEN,SO,0.011261919
BKR,ZION,0.011265501
BRK-B,LLY,0.011276346
ACN,POOL,0.011276684
DHI,DVA,0.011276776
ICE,MTD,0.011286927
PHM,TEL,0.011291616
AEE,ICE,0.011291862
BIO,POOL,0.011293282
ICE,STZ,0.011293331
PWR,QCOM,0.011295679
BIIB,PPG,0.011299267
PCG,TSN,0.011305454
PHM,VTRS,0.011313759
ADP,MMC,0.011315509
BLK,PKI,0.011326118
MGM,MRK,0.011327129
JPM,PAYX,0.011328179
CHD,NVR,0.011335065
CL,WTW,0.011343651
CMA,UAL,0.011361755
BKNG,TER,0.011364379
ECL,PHM,0.011365319
FITB,FRT,0.011367387
EXPE,LOW,0.011377853
FIS,NEE,0.011381144
DHR,TER,0.011386454
FICO,NI,0.011387377
IEX,NEE,0.011391099
AES,SLB,0.011392908
MAA,PGR,0.011394628
RSG,VMC,0.011397376
DD,MRK,0.011397918
BRK-B,SPGI,0.011398555
AIG,WAB,0.011403708
DHI,FIS,0.011404772
CBRE,IFF,0.011411852
AAP,ESS,0.011412256
KEY,O,0.011413751
CAG,SWK,0.011419075
GIS,SPGI,0.011421335
RF,SWKS,0.011424622
APD,IPG,0.01142489
GL,MTB,0.011427368
EBAY,TFC,0.011427377
CDNS,NWL,0.011435417
IDXX,KLAC,0.011439508
FIS,RMD,0.011443462
AIG,DTE,0.011450811
ABT,WFC,0.011453333
AIG,GPC,0.011460985
IP,PARA,0.011461473
CPT,NDSN,0.011466171
HBAN,LOW,0.01146879
AIG,BBWI,0.011470192
CDNS,TJX,0.011477979
CMS,ROST,0.011478343
IFF,WEC,0.011482463
FICO,SNPS,0.011485026
TFC,ZBH,0.011489478
D,MMC,0.011489999
MHK,XRAY,0.011490433
BSX,NDAQ,0.011491084
MCO,MHK,0.011495481
RF,VRTX,0.011500001
CDNS,GL,0.011504151
DAL,LYV,0.011504454
IVZ,WDC,0.011508863
EBAY,WTW,0.011512481
CL,JBHT,0.011512564
DGX,UNH,0.0115145
IRM,ZBH,0.011514586
AON,IPG,0.01152516
CDNS,EBAY,0.011528313
LNT,WAT,0.011528565
LLY,NWL,0.011536976
BLK,FIS,0.011539625
EXPE,MNST,0.011540869
SEE,UHS,0.011554139
JBHT,PFE,0.011554467
HBAN,WM,0.011554613
ICE,K,0.011562719
FRT,SWK,0.011568726
CDNS,MRK,0.011581635
DHI,YUM,0.011584179
EIX,SYK,0.011598572
LH,OMC,0.011602386
AIG,ALK,0.011611074
LEN,SBUX,0.011611951
ALL,USB,0.011615881
HD,MDLZ,0.011615965
CMS,K,0.011617524
DD,IPG,0.011619361
CBRE,MAR,0.01162735
HBAN,MO,0.011627454
APH,TFC,0.011627762
MO,POOL,0.01162897
LIN,RTX,0.011629764
CRM,CTSH,0.01163398
AME,WY,0.011635786
JCI,LUV,0.011636379
BIIB,UNP,0.011639027
COST,MA,0.011639572
D,TDY,0.011642837
DGX,EVRG,0.01164569
ADP,DTE,0.011647747
MS,WFC,0.011649332
RF,UNP,0.011654951
APH,TT,0.011657777
DAL,WBA,0.011659153
DRI,MTD,0.011660971
MDT,XRAY,0.011663484
BRK-B,DD,0.011663816
BKNG,TJX,0.011666787
K,VRSN,0.011669763
GOOG,ICE,0.011677325
CCL,PNC,0.011677749
CSGP,PHM,0.011683057
TSN,WST,0.011684964
HBAN,SRE,0.011693643
NWL,PGR,0.011701362
DHR,TRV,0.011702235
AOS,PGR,0.011702881
IPG,TEL,0.01171726
PODD,UPS,0.011720102
DD,ICE,0.011720353
RE,SNA,0.011720575
AIG,PTC,0.011721094
ANSS,YUM,0.011730319
BXP,WAT,0.011734762
ES,WAT,0.011749032
AIG,CCI,0.011749889
IDXX,RSG,0.01175567
AME,PHM,0.011759152
CDNS,CI,0.011763114
BIO,RSG,0.011764848
MTD,TRV,0.011769535
DHR,GOOG,0.011772484
AIG,MCK,0.011775213
D,ESS,0.011781818
AIZ,PEG,0.011787892
PKI,TMUS,0.01179488
TMUS,UNP,0.011798404
GIS,HRL,0.011799853
POOL,WEC,0.011805409
ICE,RSG,0.011806652
TECH,TEL,0.011810376
CB,NEE,0.011810956
BKNG,GPC,0.011811744
COF,INTC,0.011816284
AEP,MHK,0.011825046
D,WFC,0.011828035
KEY,ORCL,0.0118383
DXCM,INCY,0.011838661
ITW,TFC,0.011845315
TMUS,VMC,0.011845415
CMS,IPG,0.011850776
COF,VFC,0.01185368
FITB,LH,0.01186068
TAP,TFX,0.011861526
MAA,MCD,0.011862439
CCL,RCL,0.011871375
CBRE,YUM,0.011871565
AKAM,UAL,0.011872467
AIG,DHR,0.011874682
EXPE,MAS,0.011874721
LYV,XRAY,0.011883054
AEP,TYL,0.011886201
MGM,REG,0.011888319
AAP,MCO,0.011891382
ANSS,LKQ,0.011892368
AIG,AON,0.011900833
BSX,NTRS,0.011901867
FITB,STZ,0.011911594
FITB,HSY,0.011913024
NI,SPGI,0.011916587
CDNS,RSG,0.011920683
GD,LUV,0.011924504
PRU,TFC,0.011924636
CI,DHI,0.011924869
ANSS,FITB,0.011931252
CSX,PH,0.011935336
AIG,PG,0.011937624
BMY,IPG,0.011943978
ECL,MA,0.011945993
CE,ICE,0.011946223
MKTX,MLM,0.011947486
ADSK,EIX,0.011960028
HBAN,VRSN,0.011960453
ADP,TYL,0.011962423
CE,HUM,0.011967269
INTU,RMD,0.011973975
DGX,POOL,0.011974563
TER,WTW,0.011975244
D,TER,0.011984829
ALL,TFC,0.01199877
LHX,LRCX,0.012000784
HON,SPGI,0.012013884
UHS,WFC,0.012014575
ADM,FDX,0.012018175
CB,DHI,0.012018299
PG,PKI,0.012026387
FITB,LLY,0.012029418
KMX,PCAR,0.012035242
HBAN,TDG,0.012037057
APH,GL,0.012040316
BKNG,JBHT,0.012040549
EOG,TDY,0.012050465
PG,PKG,0.012052031
IP,WY,0.012053303
CCI,TFC,0.012061657
HON,KLAC,0.012063087
MGM,USB,0.012071413
CDNS,MMC,0.012086696
AIG,AMT,0.012088351
MCO,PPG,0.012090886
AIG,EVRG,0.012104197
AIG,VTRS,0.012107588
CRM,FDS,0.012109208
EBAY,MTB,0.012109821
COST,ESS,0.012114636
FICO,SYY,0.012121651
ADP,DHR,0.01212282
PKG,PNC,0.012124382
AIG,K,0.012128499
EFX,HRL,0.012136165
CLX,JKHY,0.012137187
